Begin	End	Name	Symbol	Gene Type
4175944	4177128	translation elongation factor Tu 2	tufB	protein-coding
4177358	4177741	Sec translocon subunit SecE	secE	protein-coding
4177743	4178288	transcription termination/antitermination factor NusG	nusG	protein-coding
4178447	4178875	50S ribosomal subunit protein L11	rplK	protein-coding
4178879	4179583	50S ribosomal subunit protein L1	rplA	protein-coding
4179996	4180493	50S ribosomal subunit protein L10	rplJ	protein-coding
4180560	4180925	50S ribosomal subunit protein L12	rplL	protein-coding
4181245	4185273	RNA polymerase subunit beta	rpoB	protein-coding
4185350	4189573	RNA polymerase subunit beta'	rpoC	protein-coding
4189786	4190325	protein YjaZ	yjaZ	protein-coding
4190327	4190487	small RNA SroH	sroH	ncRNA
4190735	4191868	2-iminoacetate synthase	thiH	protein-coding
4191865	4192635	1-deoxy-D-xylulose 5-phosphate:thiol sulfurtransferase	thiG	protein-coding
4192637	4192837	sulfur carrier protein ThiS	thiS	protein-coding
4192821	4193576	sulfur carrier protein ThiS adenylyltransferase	thiF	protein-coding
4193569	4194204	thiamine phosphate synthase	thiE	protein-coding
4194204	4196099	phosphomethylpyrimidine synthase	thiC	protein-coding
4196332	4196808	regulator of sigma D	rsd	protein-coding
4196903	4197676	RNA decapping hydrolase	nudC	protein-coding
4197716	4198780	uroporphyrinogen decarboxylase	hemE	protein-coding
4198790	4199461	endonuclease V	nfi	protein-coding
4199504	4200094	DUF416 domain-containing protein YjaG	yjaG	protein-coding
4200281	4200553	DNA-binding protein HU-alpha	hupA	protein-coding
4200566	4201261	DUF1481 domain-containing protein YjaH	yjaH	protein-coding
4201263	4201688	signaling pathway modulator ZraP	zraP	protein-coding
4201926	4203323	sensor histidine kinase ZraS	zraS	protein-coding
4203320	4204645	DNA-binding transcriptional activator ZraR	zraR	protein-coding
4204642	4205931	phosphoribosylamine--glycine ligase	purD	protein-coding
4205943	4207532	bifunctional AICAR transformylase/IMP cyclohydrolase	purH	protein-coding
4208147	4209688	16S ribosomal RNA	rrsE	rRNA
4209774	4209849	tRNA-Glu	gltV	tRNA
4210043	4212946	23S ribosomal RNA	rrlE	rRNA
4213040	4213159	5S ribosomal RNA	rrfE	rRNA
4213234	4213617	stress response protein	yjaA	protein-coding
4213680	4214123	peptidyl-lysine N-acetyltransferase YjaB	yjaB	protein-coding
4214280	4215209	homoserine O-succinyltransferase	metA	protein-coding
4215478	4217079	malate synthase A	aceB	protein-coding
4217109	4218413	isocitrate lyase	aceA	protein-coding
4218596	4220332	isocitrate dehydrogenase kinase/phosphatase	aceK	protein-coding
4218879	4218963	small RNA AceK-int	aceK-int	ncRNA
4220301	4222487	regulator of acetyl CoA synthetase	arpA	protein-coding
4222804	4223628	DNA-binding transcriptional repressor IclR	iclR	protein-coding
4223828	4227511	cobalamin-dependent methionine synthase	metH	protein-coding
4227731	4229362	putative inorganic phosphate export protein YjbB	yjbB	protein-coding
4229453	4230142	peptidase E	pepE	protein-coding
4230354	4231226	23S rRNA pseudouridine(2604) and tRNA(Tyr) pseudouridine(35) synthase	rluF	protein-coding
4231359	4231631	DUF3811 domain-containing protein YjbD	yjbD	protein-coding
4231884	4233233	aspartate kinase III	lysC	protein-coding
4233758	4235407	glucose-6-phosphate isomerase	pgi	protein-coding
4235906	4236148	uncharacterized protein YjbE	yjbE	protein-coding
4236262	4236900	lipoprotein YjbF	yjbF	protein-coding
4236897	4237634	capsule biosynthesis GfcC family protein YjbG	yjbG	protein-coding
4237634	4239730	putative lipoprotein YjbH	yjbH	protein-coding
4239777	4240055	PF17089 family protein YjbT	yjbT	protein-coding
4240325	4240735	putative phosphate starvation-inducible protein PsiE	psiE	protein-coding
4240779	4242254	D-xylose:H(+) symporter	xylE	protein-coding
4242531	4242633	small regulatory RNA MalH	malH	ncRNA
4242626	4243516	maltose ABC transporter membrane subunit MalG	malG	protein-coding
4243531	4245075	maltose ABC transporter membrane subunit MalF	malF	protein-coding
4245229	4246419	maltose ABC transporter periplasmic binding protein	malE	protein-coding
4246784	4247899	maltose ABC transporter ATP binding subunit	malK	protein-coding
4247971	4249311	maltose outer membrane channel/phage lambda receptor protein	lamB	protein-coding
4249554	4250474	maltose regulon periplasmic protein	malM	protein-coding
4250703	4252283	uncharacterized gene	yjbI	pseudogene
4252506	4253003	chorismate lyase	ubiC	protein-coding
4253016	4253888	4-hydroxybenzoate octaprenyltransferase	ubiA	protein-coding
4254043	4256466	glycerol-3-phosphate 1-O-acyltransferase	plsB	protein-coding
4256637	4257005	diacylglycerol kinase	dgkA	protein-coding
4257115	4257723	DNA-binding transcriptional repressor LexA	lexA	protein-coding
4257742	4259121	DNA damage-inducible protein F	dinF	protein-coding
4259237	4259446	putative stress response protein YjbJ	yjbJ	protein-coding
4259488	4260003	DNA-binding transcriptional repressor Zur	zur	protein-coding
4260321	4260575	uncharacterized protein YjbL	yjbL	protein-coding
4260599	4261306	DUF2713 domain-containing protein YjbM	yjbM	protein-coding
4261669	4262706	tRNA-dihydrouridine synthase A	dusA	protein-coding
4262840	4263082	phage shock protein G	pspG	protein-coding
4263139	4263249	small regulatory RNA PspH	pspH	ncRNA
4263248	4264231	putative quinone oxidoreductase 1	qorA	protein-coding
4264314	4265729	replicative DNA helicase	dnaB	protein-coding
4265782	4266861	alanine racemase 1	alr	protein-coding
4267114	4268307	tyrosine aminotransferase	tyrB	protein-coding
4268809	4269012	uncharacterized protein YjbS	yjbS	protein-coding
4269414	4270127	acid phosphatase/phosphotransferase	aphA	protein-coding
4270238	4270654	PF01894 family protein YjbQ	yjbQ	protein-coding
4270658	4271014	PF04237 family protein YjbR	yjbR	protein-coding
4271049	4273871	UvrABC excision nuclease subunit A	uvrA	protein-coding
4274125	4274661	ssDNA-binding protein	ssb	protein-coding
4274760	4275041	uncharacterized protein YjcB	yjcB	protein-coding
4275471	4277057	c-di-GMP phosphodiesterase PdeC	pdeC	protein-coding
4277060	4277383	DNA-binding transcriptional dual regulator SoxS	soxS	protein-coding
4277469	4277933	DNA-binding transcriptional dual regulator SoxR	soxR	protein-coding
4277926	4278066	small RNA RyjA	ryjA	ncRNA
4278479	4279828	guanine/hypoxanthine transporter GhxP	ghxP	protein-coding
4279980	4281629	putative transporter YjcE	yjcE	protein-coding
4281783	4283075	pentapeptide repeat-containing protein YjcF	yjcF	protein-coding
4283253	4284902	acetate/glycolate:cation symporter	actP	protein-coding
4284899	4285213	DUF485 domain-containing inner membrane protein YjcH	yjcH	protein-coding
4285413	4287371	acetyl-CoA synthetase (AMP-forming)	acs	protein-coding
4287611	4287667	protein YtcB	ytcB	protein-coding
4287764	4289200	cytochrome c552 nitrite reductase	nrfA	protein-coding
4289245	4289811	periplasmic nitrite reductase penta-heme c-type cytochrome	nrfB	protein-coding
4289808	4290479	putative menaquinol-cytochrome c reductase 4Fe-4S subunit	nrfC	protein-coding
4290476	4291432	putative menaquinol-cytochrome c reductase subunit NrfD	nrfD	protein-coding
4291512	4293170	putative cytochrome c-type biogenesis protein NrfE	nrfE	protein-coding
4293163	4293546	putative formate-dependent nitrite reductase complex subunit NrfF	nrfF	protein-coding
4293543	4294139	putative formate-dependent nitrite reductase complex subunit NrfG	nrfG	protein-coding
4294481	4295794	glutamate/aspartate : H(+) symporter GltP	gltP	protein-coding
4296436	4297125	Sel1 repeat-containing protein YjcO	yjcO	protein-coding
4297219	4299366	formate dehydrogenase H	fdhF	protein-coding
4299564	4301030	putative multidrug efflux pump outer membrane channel	mdtP	protein-coding
4301027	4303078	putative multidrug efflux pump subunit MdtO	mdtO	protein-coding
4303078	4304109	putative multidrug efflux pump membrane fusion protein	mdtN	protein-coding
4304128	4304403	putative lipoprotein YtcA	ytcA	protein-coding
4304612	4306597	linear primary-alkylsulfatase	yjcS	protein-coding
4306870	4307799	D-allose kinase	alsK	protein-coding
4307783	4308478	D-allulose-6-phosphate 3-epimerase	alsE	protein-coding
4308489	4309469	D-allose ABC transporter membrane subunit	alsC	protein-coding
4309448	4310980	D-allose ABC transporter ATP binding subunit	alsA	protein-coding
4311107	4312042	D-allose ABC transporter periplasmic binding protein	alsB	protein-coding
4312101	4312991	DNA-binding transcriptional repressor AlsR	alsR	protein-coding
4313350	4313799	allose-6-phosphate isomerase/ribose-5-phosphate isomerase B	rpiB	protein-coding
4313868	4314197	protein YjdP	yjdP	protein-coding
4314344	4315102	5-phospho-alpha-D-ribosyl 1,2-cyclic phosphate phosphodiesterase	phnP	protein-coding
4315104	4315538	aminoalkylphosphonate N-acetyltransferase	phnO	protein-coding
4315525	4316082	ribose 1,5-bisphosphate phosphokinase	phnN	protein-coding
4316082	4317218	RPnTP hydrolase	phnM	protein-coding
4317215	4317895	methylphosphonate degradation complex subunit PhnL	phnL	protein-coding
4318006	4318764	carbon-phosphorus lyase subunit PhnK	phnK	protein-coding
4318761	4319606	carbon-phosphorus lyase core complex subunit PhnJ	phnJ	protein-coding
4319599	4320663	carbon-phosphorus lyase core complex subunit PhnI	phnI	protein-coding
4320663	4321247	carbon-phosphorus lyase core complex subunit PhnH	phnH	protein-coding
4321244	4321696	carbon-phosphorus lyase core complex subunit PhnG	phnG	protein-coding
4321697	4322422	putative transcriptional regulator PhnF	phnF	protein-coding
4322443	4323281	uncharacterized gene	phnE	pseudogene
4323336	4324352	phosphonate/phosphate ABC transporter periplasmic binding protein	phnD	protein-coding
4324377	4325165	phosphonate/phosphate ABC transporter ATP binding subunit	phnC	protein-coding
4325298	4325741	PF06983 family protein YjdN	yjdN	protein-coding
4326399	4326734	zinc ribbon domain-containing protein YjdM	yjdM	protein-coding
4327135	4329363	regulator of diguanylate cyclase RdcA	rdcA	protein-coding
4329360	4330238	regulator of diguanylate cyclase RdcB	rdcB	protein-coding
4330502	4332004	osmolyte:H(+) symporter ProP	proP	protein-coding
4332116	4332205	small regulatory membrane protein PmrR	pmrR	protein-coding
4332181	4333272	sensor histidine kinase BasS	basS	protein-coding
4333282	4333950	DNA-binding transcriptional dual regulator BasR	basR	protein-coding
4333947	4335590	phosphoethanolamine transferase EptA	eptA	protein-coding
4335694	4337031	arginine:agmatine antiporter	adiC	protein-coding
4337168	4337929	DNA-binding transcriptional activator AdiY	adiY	protein-coding
4338254	4340521	arginine decarboxylase, degradative	adiA	protein-coding
4340720	4341628	DNA-binding transcriptional dual regulator MelR	melR	protein-coding
4341911	4343266	alpha-galactosidase	melA	protein-coding
4343369	4344790	melibiose:H(+)/Na(+)/Li(+) symporter	melB	protein-coding
4344929	4345558	DUF2238 domain-containing inner membrane protein YjdF	yjdF	protein-coding
4345680	4347326	fumarase B	fumB	protein-coding
4347404	4348744	anaerobic C4-dicarboxylate transporter DcuB	dcuB	protein-coding
4349315	4350034	DNA-binding transcriptional activator DcuR	dcuR	protein-coding
4350031	4351662	sensor histidine kinase DcuS	dcuS	protein-coding
4351843	4352073	PF06902 family protein YjdI	yjdI	protein-coding
4352085	4352357	putative N-acetyltransferase YjdJ	yjdJ	protein-coding
4352584	4352880	antitoxin of the GhoTS toxin-antitoxin system	ghoS	protein-coding
4352908	4353081	toxin of the GhoTS toxin-antitoxin system	ghoT	protein-coding
4353200	4354717	lysine--tRNA ligase/Ap4A synthetase/Ap3A synthetase	lysU	protein-coding
4354954	4356411	dipeptide/tripeptide:H(+) symporter DtpC	dtpC	protein-coding
4356470	4358617	lysine decarboxylase 1	cadA	protein-coding
4358697	4360031	lysine:cadaverine antiporter	cadB	protein-coding
4360396	4361934	DNA-binding transcriptional activator CadC	cadC	protein-coding
4362191	4362353	uncharacterized gene	yjdQ	pseudogene
4362551	4362626	tRNA-Phe	pheU	tRNA
4362733	4363308	putative DNA-binding transcriptional regulator YjdC	yjdC	protein-coding
4363345	4365042	thiol-disulfide exchange protein DsbD	dsbD	protein-coding
4365018	4365356	copper binding protein CutA	cutA	protein-coding
4365472	4366773	C4-dicarboxylate transporter DcuA	dcuA	protein-coding
4366839	4366951	small regulatory RNA AspX	aspX	ncRNA
4366891	4368327	aspartate ammonia-lyase	aspA	protein-coding
4368664	4369140	protein FxsA	fxsA	protein-coding
4369156	4370412	L-methionine/branched chain amino acid exporter	yjeH	protein-coding
4370688	4370981	cochaperonin GroES	groS	protein-coding
4371025	4372671	chaperonin GroEL	groL	protein-coding
4372809	4373162	DUF4156 domain-containing lipoprotein YjeI	yjeI	protein-coding
4373365	4374234	protein YjeJ	yjeJ	protein-coding
4374629	4375657	lysine 2,3-aminomutase	epmB	protein-coding
4375699	4376265	protein chain elongation factor EF-P	efp	protein-coding
4376317	4376442	entericidin A lipoprotein, antidote to entericidin B	ecnA	protein-coding
4376553	4376699	bacteriolytic entericidin B lipoprotein	ecnB	protein-coding
4376875	4377192	guanidinium exporter	gdx	protein-coding
4377189	4377722	outer membrane lipoprotein Blc	blc	protein-coding
4377811	4378944	beta-lactamase	ampC	protein-coding
4379007	4379366	fumarate reductase membrane protein FrdD	frdD	protein-coding
4379377	4379772	fumarate reductase membrane protein FrdC	frdC	protein-coding
4379783	4380517	fumarate reductase iron-sulfur protein	frdB	protein-coding
4380510	4382318	fumarate reductase flavoprotein subunit	frdA	protein-coding
4382643	4383620	EF-P-lysine lysyltransferase	epmA	protein-coding
4383839	4385341	putative transporter YjeM	yjeM	protein-coding
4385393	4385707	uncharacterized protein YjeN	yjeN	protein-coding
4385704	4386018	DUF2645 domain-containing inner membrane protein YjeO	yjeO	protein-coding
4386047	4389370	miniconductance mechanosensitive channel MscM	mscM	protein-coding
4389392	4390360	phosphatidylserine decarboxylase proenzyme	psd	protein-coding
4390457	4391509	ribosome small subunit-dependent GTPase A	rsgA	protein-coding
4391604	4392149	oligoribonuclease	orn	protein-coding
4392360	4392435	tRNA-Gly	glyV	tRNA
4392472	4392547	tRNA-Gly	glyX	tRNA
4392583	4392658	tRNA-Gly	glyY	tRNA
4392892	4392945	uncharacterized protein YjeV	yjeV	protein-coding
4392928	4394067	epoxyqueuosine reductase	queG	protein-coding
4394066	4395613	NAD(P)HX epimerase/NAD(P)HX dehydratase	nnr	protein-coding
4395585	4396046	N(6)-L-threonylcarbamoyladenine synthase, TsaE subunit	tsaE	protein-coding
4396065	4397402	N-acetylmuramoyl-L-alanine amidase B	amiB	protein-coding
4397412	4399259	DNA mismatch repair protein MutL	mutL	protein-coding
4399252	4400202	tRNA dimethylallyltransferase	miaA	protein-coding
4400288	4400596	RNA-binding protein Hfq	hfq	protein-coding
4400672	4401952	ribosome rescue factor HflX	hflX	protein-coding
4402038	4403297	regulator of FtsH protease	hflK	protein-coding
4403300	4404304	regulator of FtsH protease	hflC	protein-coding
4404386	4404583	DUF2065 domain-containing protein YjeT	yjeT	protein-coding
4404687	4405985	adenylosuccinate synthetase	purA	protein-coding
4406190	4406615	DNA-binding transcriptional regulator NsrR	nsrR	protein-coding
4406654	4409095	RNase R	rnr	protein-coding
4409275	4410006	23S rRNA 2'-O-ribose G2251 methyltransferase	rlmB	protein-coding
4410133	4410534	DUF2170 domain-containing protein YjfI	yjfI	protein-coding
4410553	4411251	PspA family protein YjfJ	yjfJ	protein-coding
4411302	4411961	DUF2491 domain-containing protein YjfK	yjfK	protein-coding
4411979	4412377	DUF350 domain-containing inner membrane protein YjfL	yjfL	protein-coding
4412387	4413025	DUF1190 domain-containing protein YjfM	yjfM	protein-coding
4413028	4414191	putative acid--amine ligase YjfC	yjfC	protein-coding
4414275	4415900	putative acyl-CoA dehydrogenase AidB	aidB	protein-coding
4416017	4416292	protease activator YjfN	yjfN	protein-coding
4416441	4416770	DUF1471 domain-containing putative lipoprotein BsmA	bsmA	protein-coding
4416952	4417701	carboxylesterase	yjfP	protein-coding
4417698	4418453	DNA-binding transcriptional repressor UlaR	ulaR	protein-coding
4418561	4419625	L-ascorbate-6-phosphate lactonase	ulaG	protein-coding
4419980	4421377	L-ascorbate specific PTS enzyme IIC component	ulaA	protein-coding
4421393	4421698	L-ascorbate specific PTS enzyme IIB component	ulaB	protein-coding
4421708	4422172	L-ascorbate specific PTS enzyme IIA component	ulaC	protein-coding
4422186	4422836	3-keto-L-gulonate-6-phosphate decarboxylase UlaD	ulaD	protein-coding
4422846	4423700	L-ribulose-5-phosphate 3-epimerase UlaE	ulaE	protein-coding
4423700	4424386	L-ribulose-5-phosphate 4-epimerase UlaF	ulaF	protein-coding
4424516	4424791	DUF1471 domain-containing protein YjfY	yjfY	protein-coding
4425118	4425513	30S ribosomal subunit protein S6	rpsF	protein-coding
4425520	4425834	primosomal replication protein N	priB	protein-coding
4425839	4426066	30S ribosomal subunit protein S18	rpsR	protein-coding
4426108	4426557	50S ribosomal subunit protein L9	rplI	protein-coding
4426628	4427422	DUF2686 domain-containing protein YjfZ	yjfZ	protein-coding
4427694	4428095	uncharacterized gene	ytfA	pseudogene
4428079	4428717	cell division protein YtfB	ytfB	protein-coding
